High,Open,Low,Close,Weighted_Price,Volume_BTC,Volume_Currency
9530,9522.11,9522.11,9530,9525.620601,1.68992525,16097.58678
9534.18,9529.15,9521.06,9534.18,9531.176711,16.6467093,158662.728
9534.25,9532.31,9517.22,9524.63,9523.777978,10.31450719,98233.07643
9529.05,9524.05,9517.61,9528.79,9524.056731,0.35108822,3343.784125
9531.72,9526.56,9515,9523.71,9521.170638,2.90279451,27638.00186
9520.88,9518.72,9515.4,9515.4,9520.340038,0.87120848,8294.200974
9518.21,9512.83,9512.83,9518.16,9516.623517,2.58026837,24555.44265
9524.78,9514.63,9511.22,9524.78,9516.362975,5.5026656,52365.36318
9529.62,9521.25,9515.35,9529.21,9529.180296,2.77571815,26450.3187
9539.27,9526.28,9526.28,9529.48,9538.358143,6.05675456,57771.49418
9538.63,9536.22,9524.69,9524.69,9529.191935,6.06444013,57789.21398
9527.02,9522.07,9522.07,9523.41,9526.836249,0.8984882,8559.749953
9532.08,9527.08,9524.22,9532.08,9528.473402,0.13440948,1280.717155
9550,9532.08,9532.08,9549.99,9542.493762,4.0603866,38746.2138
9576.61,9544.18,9544.18,9547.56,9561.777965,26.27231678,251210.0597
9560.24,9544.9,9534.94,9543.1,9541.641758,11.02588267,105205.0225
9540.46,9540.46,9529.88,9535.41,9532.208194,7.142837,68087.00938
9534.19,9529.19,9528.99,9528.99,9532.401317,2.12562501,20262.31064
9540.43,9534.71,9534.71,9540.43,9538.093211,0.13738253,1310.367377
9536.13,9531.85,9520,9522.59,9529.227947,12.82605258,122222.3787
9530.35,9520,9518.03,9529.54,9524.755756,5.75001885,54767.52514
9536.28,9531.31,9531.31,9536.28,9533.972857,0.106955,1019.706067
9532,9531.31,9529.7,9532,9531.582956,0.6336741,6039.917251
9534.54,9529.54,9527.78,9534.54,9531.507513,6.20462151,59139.39654
9539.28,9526.68,9526.68,9539.28,9536.080412,1.14354546,10904.94146
9540.6,9536.75,9532.65,9540.57,9538.886805,4.53222078,43232.341
9557.24,9537.24,9537.24,9557.24,9552.838632,11.75843149,112326.3986
9564.81,9552.15,9550.63,9553.5,9557.306952,18.55746719,177359.4102
9557.97,9553.12,9543.26,9543.26,9552.485352,1.79954551,17190.13213
9541.43,9538.4,9538.4,9540.5,9541.022609,1.64825365,15726.02534
9546.83,9538.4,9536.22,9546.83,9541.145045,1.43933182,13732.87366
9546.59,9541.59,9541.59,9546.59,9546.23254,0.70875713,6765.960377
9570.35,9541.67,9541.67,9567.46,9559.425971,3.24348222,31005.82817
9564.16,9562.65,9549.48,9553.92,9554.039622,0.51528683,4923.070791
9556.21,9552.08,9549.48,9556.21,9554.509933,0.85933173,8210.49355
9556.21,9551.78,9551.78,9556.21,9555.972508,0.85506397,8170.96779
9556.21,9552.31,9543.37,9548.24,9549.279329,10.36620667,98989.80307
9548.25,9535.03,9535.03,9544.16,9544.319298,0.09163439,874.5878768
9541.05,9535.09,9535.09,9535.09,9535.464941,1.69180904,16132.18579
9530,9530,9520.11,9520.11,9524.592213,6.24652341,59495.58823
9538.39,9526.23,9524.77,9531.62,9526.337933,0.63747941,6072.844285
9536.42,9536.41,9531.63,9531.63,9534.007924,0.16665821,1588.920695
9531.84,9531.84,9523.96,9523.96,9524.521668,0.27040403,2575.469043
9531.36,9529.14,9528.04,9528.04,9529.815881,0.11617134,1107.091481
9531.81,9528.63,9524.38,9530.22,9530.303512,1.59444782,15195.57166
9539.12,9529.74,9527.98,9534.71,9532.906544,2.37496339,22640.30404
9536.13,9531.33,9517.88,9520.88,9523.762425,14.55656245,138633.2425
9528.72,9524.75,9520.78,9528.72,9527.75674,1.280082,12196.3099
9523.26,9518.15,9515.01,9515.01,9515.703217,1.30528534,12420.70791
9515,9515,9496.02,9508.68,9509.581087,6.87462824,65374.83469
9508.61,9507.69,9493.2,9497.47,9501.546125,10.42241098,99029.01866
9505.68,9489.05,9489.05,9492.51,9498.565995,1.86252131,17691.28158
9509.71,9494.79,9494.79,9509.71,9506.925579,1.70168267,16177.7705
9510.01,9500,9496.02,9510.01,9504.520533,2.31239257,21978.18266
9506.48,9506.48,9506.48,9506.48,9506.48,0.48372018,4598.476217
9512.69,9500.38,9497.16,9499.21,9501.195163,1.23873753,11769.48703
9517.71,9499.55,9499.55,9517.7,9507.071753,1.06539451,10128.78205
9533.35,9513.85,9511.33,9511.33,9521.613841,7.70698939,73382.97685
9522.7,9522.7,9508.91,9518.8,9514.797345,2.96890284,28248.50886
9525.72,9513.38,9513.38,9524.83,9521.281287,0.95246193,9068.65795
9518.95,9518.95,9510.91,9516.14,9511.378769,3.04178667,28931.58515
9516.96,9516.06,9509.15,9516.96,9511.790142,1.2122433,11530.60387
9522.74,9513.99,9508.99,9509.02,9511.429053,7.90523573,75190.08879
9514.78,9514.78,9509.46,9514.16,9513.414304,0.2970478,2825.93879
9518.69,9514.16,9514.16,9518.69,9514.211268,0.5679247,5403.35558
9525.58,9514.13,9512.23,9517.94,9514.967168,1.87199053,17811.92843
9522.7,9522.7,9517.88,9519.72,9519.244523,0.33536075,3192.380983
9529.15,9523.51,9520.65,9520.65,9520.7506,3.30291854,31446.26367
9521.12,9521.12,9513.02,9513.02,9513.964369,0.9095141,8653.08474
9523.19,9520.18,9515.31,9523.16,9521.948519,1.58357015,15078.67345
9528.72,9528.72,9513.07,9513.07,9519.031908,7.55583723,71924.25568
9518.91,9516.63,9516.63,9518.91,9518.292545,0.01810839,172.3609535
9523.67,9521.15,9519.92,9519.92,9520.338773,0.21206019,2018.884849
9525.05,9521.68,9516.18,9516.18,9517.696234,1.44462615,13749.51287
9524.22,9519.7,9514.7,9520.51,9519.280593,4.24448226,40404.41761
9523.41,9520.51,9519.5,9519.5,9520.60594,0.10189664,970.1177561
9523.8,9521.045,9519.74,9519.74,9521.015278,1.48029139,14094.44117
9524.19,9521.58,9519.98,9519.98,9521.424616,2.85868614,27218.76458
9520.91,9520.91,9513.38,9519.37,9514.199396,0.50095928,4766.226479
9515.35,9515.35,9507.34,9507.34,9512.004639,15.34779041,145988.2536
9511.39,9510.58,9498.64,9498.64,9505.065263,10.25857273,97508.4033
9502.67,9498.86,9493.86,9502.67,9496.803339,0.25830664,2453.087361
9508.66,9502.67,9502.67,9508.66,9505.912565,1.62547468,15451.62019
9512.62,9512.62,9512.62,9512.62,9512.62,0.00178343,16.96509189
9512.62,9508.66,9505.15,9506.62,9507.351596,0.59027529,5611.95472
9512.62,9508.43,9508.43,9512.62,9512.600659,0.31331499,2980.44038
9512.62,9512.62,9509.64,9512.59,9511.795309,0.13213052,1256.79846
9510.24,9509.01,9507.79,9510.24,9508.990939,0.12137227,1154.127816
9506.98,9506.98,9505.89,9505.89,9506.613281,0.08921643,848.1460983
9503.9,9503.9,9498.31,9499.67,9501.096489,15.87195868,150801.0109
9504.2,9499.67,9495.24,9504.2,9501.500349,3.25527224,30929.97033
9509.49,9501.55,9495.35,9505.69,9495.862164,1.54543087,14675.19853
9505.7,9505.7,9503.26,9505.67,9505.417813,0.23532061,2236.820718
9507.72,9505.67,9503,9507.23,9506.163643,5.03694487,47882.02219
9526.45,9509,9509,9526.45,9516.538607,0.94797683,9021.458102
9545.14,9531.18,9526.45,9545.14,9531.46386,14.88684059,141893.3831
9543.55,9538.88,9523.89,9538.05,9529.718329,5.69264321,54249.28634
9535.06,9534.47,9529.47,9535.06,9530.244737,1.43584763,13683.97932
9546.95,9538.73,9534.7,9534.7,9539.01742,5.62790571,53684.69061
9549.73,9541.62,9537.78,9538.88,9544.373128,4.01248862,38296.68856
9541.78,9538.73,9527.98,9529.99,9531.709665,6.17300389,58839.28084
9541.52,9530,9527.07,9540.04,9540.009249,34.20108841,326278.6998
9549.99,9538.31,9536.46,9543.33,9543.282914,1.86191826,17768.81272
9548.69,9541.95,9522.68,9522.68,9540.925212,4.42863321,42253.25825
9534.39,9528.09,9517.89,9523.09,9521.379966,51.50071448,490357.8711
9537.23,9534.72,9520.38,9534.72,9533.666231,7.67668068,73186.91137
9534.72,9534.06,9534.06,9534.72,9534.703461,0.3798374,3621.636972
9536.54,9530.22,9530.22,9536.54,9533.86136,0.10221197,974.4747513
9543.16,9543.16,9543.06,9543.16,9543.087104,0.14432051,1377.263198
9543.16,9543.16,9531.17,9542.94,9540.356589,0.04209621,401.6128544
9537.95,9536.84,9536.84,9537,9537.081437,0.50452935,4811.737498
9543.6,9541.72,9541.72,9543.6,9542.489729,0.09353756,892.5812056
9550,9545.64,9543.6,9544.94,9543.955766,2.17809428,20787.63546
9550,9547.08,9546.04,9546.23,9546.108188,4.60052365,43917.09649
9548.23,9546.23,9541.84,9547.73,9545.2433,1.01008883,9641.543637
9567.49,9547.73,9547.73,9567.15,9559.184999,3.54541247,33891.2537
9567.05,9564.88,9542.73,9542.73,9559.459931,7.30830931,69863.49001
9545.73,9544.82,9541.45,9541.45,9541.593353,0.28622006,2730.995422
9540.12,9539.43,9535.86,9540.12,9539.1462,2.0271,19336.80326
9538.43,9538.43,9533.12,9533.12,9536.580656,0.06000289,572.2224001
9542.63,9542.63,9533.26,9533.26,9542.529594,0.30649013,2924.691136
9538.29,9538.29,9529.78,9531.66,9530.096784,5.26446546,50170.86535
9520.24,9520,9510.54,9519.39,9515.975464,8.13463289,77408.96699
9519.7,9510.12,9510.12,9512.35,9512.670303,3.41952977,32528.85929
9515.62,9515.62,9515.62,9515.62,9515.62,0.02908,276.7142296
9522.67,9508.44,9508.44,9518,9517.857135,0.58015412,5521.824031
9520.32,9520.32,9508.91,9513.6,9513.940683,0.32359826,3078.694651
9517.89,9508.72,9504.17,9504.17,9512.534545,1.63835473,15584.90597
9508.97,9507.12,9499,9504.22,9500.262047,1.25236348,11897.78124
9498.04,9494.78,9479.55,9494.78,9484.384291,9.47988479,89910.87038
9510.41,9492.9,9492.9,9508.16,9501.604957,5.87421266,55814.44813
9512.06,9505.3,9500,9500,9500.312025,7.9964613,75968.87745
9507.1,9498.85,9498.85,9507.1,9498.867135,5.06452485,48107.24865
9502.7,9487.86,9487.86,9493.03,9491.740842,0.2288352,2172.044414
9506.65,9505.18,9505.18,9506.65,9506.421743,0.059191,562.6946094
9510.2,9510.2,9508.97,9508.97,9509.056668,0.11893,1130.91211
9516.69,9516.69,9516.21,9516.21,9516.512972,0.00677857,64.50834933
9516.21,9513.8,9509,9509.71,9511.798333,9.93459864,94495.89878
9512.81,9507.24,9507.24,9512.81,9509.852516,2.27826787,21665.99144
9513.21,9509.03,9509.03,9513.21,9512.632543,0.27847,2648.982784
9509.71,9506.2,9506.2,9506.4,9507.833818,0.64370656,6120.255
9504.78,9504.78,9396.91,9406.45,9436.56004,83.56311665,788548.3674
9467.55,9408.09,9360,9445.86,9401.328362,121.395198,1141276.118
9471,9446.01,9430.41,9471,9454.833685,36.55834675,345653.0883
9530.9,9471.73,9467.73,9525.36,9496.287045,60.36088547,573204.2947
9658.58,9529.15,9529.15,9595.32,9593.607806,189.3752076,1816791.47
9624.59,9624.59,9552.33,9599.47,9578.593045,15.45689215,148055.2797
9592.15,9582.01,9569.92,9582.92,9583.294832,3.4269713,32841.67635
9590,9563.35,9563.35,9588.54,9572.485643,13.8565737,132641.8528
9579.4,9578.73,9573.17,9576.56,9576.352034,2.77161637,26541.97406
9586.75,9569.41,9559.91,9586.74,9573.650877,8.03972273,76969.49856
9581.07,9576.07,9566.32,9573.73,9567.807111,0.5973457,5715.288436
9578.16,9567.91,9567.91,9572.88,9572.240151,1.16450805,11146.95071
9574.07,9574.06,9574.06,9574.07,9574.061006,0.07051519,675.1167309
9576.67,9570.76,9570.76,9571.89,9572.810604,0.1778304,1702.336739
9575.31,9570.31,9570,9570,9571.706734,0.05898921,564.6274186
9590,9570.01,9570.01,9590,9583.883037,2.9114272,27902.77776
9588.67,9581.55,9573.35,9588.6,9583.418145,1.98103541,18985.09069
9589.26,9582.92,9582.92,9589.25,9587.027134,0.11922077,1142.972757
9583.21,9583.21,9571.79,9571.79,9581.458242,0.0692975,663.9711025
9570.32,9570.01,9570,9570.32,9570.031506,0.31523234,3016.783425
9567.13,9567.13,9567.13,9567.13,9567.13,0.03663,350.4439719
9569.52,9569.52,9552.14,9559.38,9556.763265,2.28518584,21838.98009
9566.75,9562.29,9554.53,9564.08,9565.730935,2.14677948,20535.51488
9569.96,9558.74,9558.74,9559.22,9564.475168,1.40466077,13434.84305
9573.16,9565.21,9565.21,9573.16,9570.429244,0.14677,1404.6519
9580.43,9565.87,9563.39,9580.43,9567.731127,6.40281716,61260.43304
9578.32,9573.32,9573.32,9577,9575.288963,0.075644,724.3131583
9575.63,9570.84,9567.59,9575.63,9570.399371,0.15561017,1489.251473
9575.63,9571.42,9571.42,9573.77,9573.761131,5.45922451,52265.31142
9578.3,9574.12,9569.82,9578.3,9574.59149,3.07071891,29400.87915
9580.06,9565.67,9565.22,9568.71,9568.614014,6.68860527,64000.68212
9577.78,9568.75,9568.75,9577.78,9572.734649,0.10103,967.1333816
9580.82,9569.93,9569.93,9580.16,9575.043804,1.00242392,9598.252945
9578.49,9566.94,9566.48,9578.15,9567.065784,1.53325814,14668.78149
9578.48,9572.31,9558.72,9566.29,9564.932108,2.56213059,24506.60515
9572.57,9560.97,9560.97,9570.44,9569.386038,5.87285887,56199.65368
9570.6,9562.37,9562.37,9570.26,9570.197203,4.52454307,43300.76944
9566.54,9566.54,9556.49,9556.49,9558.778441,0.23902635,2284.799921
9568.61,9562.58,9562.58,9568.61,9565.103448,0.09833657,940.5994648
9558.98,9558.98,9548.41,9548.41,9551.079971,5.59961722,53482.39188
9547.64,9544.94,9538.75,9547.08,9543.280821,6.2587601,59729.10523
9554.33,9548.29,9546.42,9553.1,9548.278013,1.93444388,18470.60797
9556.3,9552.15,9552.15,9556.3,9552.61341,2.07817333,19851.98642
9559.62,9554.36,9554.36,9559.62,9555.117944,0.20634247,1971.626638
9562.01,9559.62,9559.62,9560.4,9560.811374,0.12628876,1207.423013
9561.15,9554.02,9554.02,9561.15,9560.661242,0.43142252,4124.684566
9557.72,9557.72,9556.35,9557.72,9557.685906,1.13476,10845.67966
9569.17,9558.75,9555.96,9567.77,9565.599577,4.43449166,42418.57155
9571.55,9571.55,9559.6,9559.6,9561.521532,0.28699331,2744.092713
9563.15,9561.98,9551.86,9560.15,9557.262574,1.6428933,15701.56265
9555.14,9552.91,9546.93,9555.14,9550.15371,1.8382428,17555.5013
9558.19,9549.26,9549.26,9558.19,9552.597531,0.19965942,1907.266083
9562.97,9560.58,9551.32,9551.32,9551.821775,1.15115468,10995.62434
9559.14,9553.74,9544.37,9544.37,9548.597637,0.24052376,2296.664606
9555.39,9555.35,9544.71,9544.71,9546.016134,1.48174642,14144.77523
9555.64,9555.3,9554.68,9554.68,9555.027064,0.17504834,1672.591626
9554.68,9554.68,9508.99,9532.61,9525.326665,39.7348768,378487.6815
9547.25,9532.61,9524.93,9538.09,9536.268768,13.29388538,126774.064
9540.99,9535.15,9535.15,9540.99,9537.605885,0.06000664,572.3196828
9540,9538.51,9533.51,9540,9537.973657,0.10566,1007.782297
9535,9531.35,9526.35,9535,9526.853985,0.30907622,2944.524018
9529.34,9529.34,9524.34,9526.99,9527.119282,0.06951344,662.2628346
9537,9526.6,9522.64,9537,9528.110927,0.39215378,3736.484716
9543.23,9543.23,9535.82,9543.23,9536.916567,0.18148419,1730.799578
9544.73,9543.23,9536.94,9542.63,9542.201477,0.25530899,2436.209822
9541.5,9535.03,9534.77,9541.5,9537.054121,0.87009891,8298.180395
9540.99,9536.44,9531.07,9540.99,9534.841731,0.45950691,4381.325661
9540,9536.08,9530.31,9530.31,9538.001365,0.7369118,7028.665755
9531.62,9531.62,9528.89,9528.89,9531.40475,0.00955938,91.11431994
9546.08,9528.28,9528.28,9533.01,9533.032698,0.44800574,4270.853368
9541.62,9541.62,9541.62,9541.62,9541.62,0.15948716,1521.765876
9542.17,9535.36,9532.16,9542.17,9534.490965,0.11087239,1057.111801
9542.17,9542.17,9538.36,9538.54,9538.772044,0.03388765,323.2465685
9542.17,9535.77,9535.77,9542.17,9537.291417,0.008918,85.05356486
9548.6,9542.17,9542.17,9548.6,9547.659101,0.27604229,2635.557682
9540.6,9540.6,9534.04,9534.04,9537.492411,0.13518686,1289.343651
9534.77,9534.77,9524.84,9531.68,9534.156507,10.70904257,102101.6879
9529.14,9527.3,9525.44,9525.44,9527.579372,0.27146398,2586.394616
9525.58,9525.58,9525.58,9525.58,9525.58,0.0013091,12.46993678
9535.5,9522.22,9504.97,9535.5,9520.456648,4.13457033,39362.99759
9533.42,9531.74,9520.06,9520.06,9520.555227,1.42598033,13576.12448
9539.63,9531.74,9530.89,9537.1,9537.453284,4.81870753,45958.19796
9535.87,9535.87,9531.94,9531.94,9533.107192,0.11344303,1081.464565
9540.1,9535.87,9533.91,9540.1,9535.89282,0.38064044,3629.746439
9536.57,9536,9536,9536.57,9536.539017,0.56534211,5391.40709
9536.57,9533.79,9533.79,9533.79,9535.663259,0.35949014,3427.97692
9537.54,9535.05,9535.05,9537.54,9536.717743,0.70735336,6745.829339
9535.6,9535.6,9535.38,9535.38,9535.390423,0.6842809,6524.885541
9536.18,9536.18,9533.39,9536.18,9536.016454,0.33792781,3222.485157
9536.18,9536.18,9534.79,9534.79,9534.846453,0.03504324,334.1319126
9546.84,9538.3,9538.3,9538.3,9539.380427,0.03934807,375.3562088
9541.47,9538.3,9537.31,9537.31,9537.331587,0.29585279,2821.646159
9541.47,9541.47,9535,9538.6,9539.350702,2.1784285,20780.79344
9537.93,9537.93,9537.93,9537.93,9537.93,0.1,953.793
9535.48,9535.48,9533.65,9533.65,9533.672989,4.61462352,43994.31161
9535.1,9535.1,9535.1,9535.1,9535.1,0.17627577,1680.807095
9537.66,9537.66,9537.66,9537.66,9537.66,0.02073452,197.758802
9537.66,9537.66,9533.25,9533.25,9533.739128,1.53889325,14671.40679
9537.66,9535.8,9535.8,9537.66,9535.804839,2.51755,24006.86547
9539.14,9537.19,9536.82,9539.14,9539.108857,0.81078567,7734.172766
9540.31,9539.31,9538.13,9538.13,9539.363516,1.09493046,10444.93968
9540.31,9538.13,9530.29,9536.63,9535.176459,0.61827639,5895.374479
9538.47,9537.38,9531.675,9534.845,9535.842747,0.87376999,8332.303454
9536.63,9536.63,9533.06,9533.06,9536.509035,1.12926359,10769.23243
9533.06,9533.06,9533.06,9533.06,9533.06,0.20757347,1978.810344
9539.11,9535.07,9491.23,9513.03,9504.452869,32.45199701,308438.4761
9519.06,9513.6,9500,9500,9505.321859,13.23761148,125827.7578
9494.85,9494.85,9420.66,9420.66,9465.776501,75.30086408,712781.1497
9522.67,9420.66,9396.91,9498.38,9444.672162,80.88454171,763927.9794
9506.35,9488.63,9478.05,9485.06,9494.117139,22.66110286,215147.1651
9491.8,9491.8,9473.36,9473.72,9485.02781,13.29254525,126080.1614
9498.87,9462.56,9462.56,9477.3,9478.128876,23.32776831,221103.5944
9488.04,9481.07,9473.07,9473.07,9479.833564,3.12130074,29589.41152
9482.62,9477.62,9477.11,9477.11,9479.198127,0.636831,6036.647223
9483.18,9477.47,9472.58,9482.73,9479.805628,1.52120335,14420.71208
9479.97,9475.08,9475.08,9479.97,9475.57386,0.05034197,477.019055
9494.11,9476.49,9476.49,9481.6,9482.71565,6.54223297,62038.13497
9484.72,9480.82,9470.21,9478.54,9477.304596,7.03534,66676.06011
9472.08,9466.25,9466.25,9472.08,9470.556414,0.018195,172.316774
9482.2,9480.69,9474.76,9479.91,9479.401407,8.02059705,76030.45896
9475.12,9469.16,9458.06,9458.06,9468.22686,6.84272134,64788.43798
9466.16,9458.06,9455,9455.01,9459.007844,8.03980102,76048.54091
9459.91,9451.67,9446.17,9459.91,9452.185156,2.12319164,20068.8005
9469.21,9459.91,9442.73,9469.21,9458.255294,4.0062975,37892.58454
9469.21,9469.21,9463.13,9463.13,9468.459651,3.06879135,29056.72708
9452.92,9445.53,9437.02,9437.37,9440.854788,5.29578744,49996.76021
9455.53,9444.15,9444.15,9455.53,9449.864301,2.99111381,28265.61961
9454.67,9436.97,9436.97,9447.41,9443.126033,4.04528508,38200.13685
9454.14,9440.74,9440.74,9454.14,9444.509316,2.14693341,20276.73259
9448.68,9447.58,9444.1,9444.1,9444.563805,0.34391528,3248.129806
9444.55,9441.54,9437.77,9444.55,9444.264798,0.65706131,6205.461
9455.01,9450.04,9444.39,9455.01,9449.518841,3.39219588,32054.61888
9463.41,9458.29,9448.62,9462.08,9461.446621,12.2714909,116106.0561
9456.54,9452.78,9452.78,9456.54,9455.415047,0.04582377,433.2827644
9470.94,9454.34,9454.34,9470.94,9467.688967,3.4981783,33119.6641
9471.42,9466.33,9464.65,9464.65,9471.121808,0.80837876,7656.253703
9471.11,9466.11,9466.11,9471.08,9469.334089,0.3044123,2882.581769
9471.08,9470.23,9465.33,9467.3,9468.683604,1.169168,11070.48187
9468.74,9463.74,9457.55,9468.74,9460.580204,0.89902367,8505.285535
9465.3,9460,9455.77,9465.27,9457.219067,0.71780001,6788.391941
9462.11,9462.11,9456.28,9456.28,9456.57928,0.39139186,3701.228153
9468.11,9461.01,9461,9468.11,9464.957385,0.86841904,8219.549206
9468.11,9464.9,9464.9,9468.11,9465.209787,0.01485346,140.591115
9470.34,9466.56,9466.56,9470.34,9467.598209,0.03710797,351.3233503
9472.83,9468.12,9468.09,9472.83,9469.477188,0.57860005,5479.039974
9472.83,9470.69,9470.69,9472.83,9472.815639,2.02355588,19168.77179
9475.68,9470.34,9465.03,9475.68,9466.013889,4.66233963,44133.77169
9473.63,9473.63,9463.61,9463.61,9464.348489,0.008548,80.90125088
9469.91,9468.52,9467.75,9469.83,9469.549631,0.1342912,1271.677183
9482.65,9466.07,9466.07,9466.42,9477.813402,2.8966227,27453.64945
9468.86,9468.86,9468.85,9468.85,9468.859862,0.15564899,1473.818474
9466.92,9464.07,9458.31,9466.15,9465.180452,0.73848142,6989.8599
9461.89,9456.94,9456.94,9461.83,9460.494457,0.54874349,5191.384746
9469.73,9464.75,9464.75,9469.73,9469.521734,0.38759589,3670.347705
9469.69,9465.79,9460.89,9469.69,9465.888167,0.34612899,3276.418311
9467.48,9465.34,9462.79,9467.48,9464.855469,0.46405927,4392.25392
9471.68,9463.76,9463.76,9468.51,9468.578841,0.42303086,4005.50105
9471.65,9466.05,9464.43,9471.65,9466.281926,0.05478528,518.6129059
9479.31,9468.04,9468.04,9479.31,9469.157172,1.56045733,14776.21572
9476.77,9474.04,9469.86,9476.77,9476.632502,0.313886,2974.582269
9495.3,9472.71,9472.71,9483.77,9483.529325,1.32778108,12592.05081
9489.54,9488.35,9488.35,9489.54,9488.908965,0.3180987,3018.409606
9489.81,9487.75,9487.75,9489.81,9489.156605,0.38705843,3672.858058
9500.17,9487.92,9487.12,9487.13,9490.368619,1.0744144,10196.58871
9492.89,9492.89,9489.14,9492.89,9489.190587,0.54249904,5147.876784
9496.01,9491.01,9486.9,9496.01,9492.817515,1.92246472,18249.60677
9499.95,9494.92,9493.89,9493.89,9494.909797,0.25162903,2389.194942
9514.4,9497.13,9497.13,9514.4,9508.827956,0.2190587,2082.991491
9514.71,9506.73,9497.24,9512.43,9513.751436,2.72364133,25912.04662
9518.25,9509.72,9503.41,9512.21,9508.464717,0.22878179,2175.363578
9513.21,9504.42,9504.38,9504.38,9512.147722,0.67437066,6414.713337
9516.2,9504.38,9504.38,9514.88,9513.05518,6.53102496,62130.00082
9514.88,9514.88,9505.7,9505.7,9513.99157,0.0248131,236.0716242
9512.37,9505.7,9505.7,9512.37,9505.754377,0.7100941,6749.980099
9512.34,9512.34,9503.13,9503.13,9503.869706,0.08882418,844.1734335
9499,9499,9499,9499,9499,1.1133458,10575.67175
9500.6,9495.85,9495.85,9500.6,9500.306103,0.22820905,2168.05583
9499.49,9496.03,9495.85,9499.49,9497.166872,2.73822759,26005.40436
9504.28,9499.05,9498.96,9504.28,9501.105232,2.91395472,27686.48251
9509.07,9502.07,9502.07,9509.07,9505.043592,3.08968185,29367.56067
9509.1,9509.07,9505.76,9505.76,9508.99189,0.450126,4280.244483
9508.9,9508.87,9502.92,9502.92,9507.556444,0.52772843,5017.407835
9508.53,9508.53,9508.53,9508.53,9508.53,0.14273515,1357.201456
9509.07,9509.06,9509.06,9509.07,9509.063222,0.22149905,2106.24847
9509.6,9505,9505,9509.6,9507.1566,0.75532356,7180.979368
9510.6,9509.57,9509.51,9509.51,9510.228121,1.97307372,18764.38118
9515.1,9510.6,9507.88,9509.6,9509.990373,2.67132379,25404.26353
9509.57,9501.76,9492.04,9492.04,9505.764749,0.1623206,1542.981438
9500.47,9500.47,9476.99,9484.16,9490.968243,0.78894124,7487.816255
9480.6,9476.97,9471.4,9471.4,9480.45029,3.10705677,29456.29726
9479.6,9477.76,9475.74,9475.74,9476.492678,0.64181525,6082.157517
9491.39,9479.57,9478,9491.39,9483.45942,3.25525198,30871.05005
9495.1,9491.78,9479.89,9479.89,9481.076659,4.104566,38915.7049
9498.37,9483.24,9477.9,9498.37,9484.394695,0.40304959,3822.681393
9497.92,9497.92,9489.06,9489.06,9489.411322,2.20991204,20970.76433
9492.5,9491,9486,9486.86,9487.797131,0.31485926,2987.320784
9492.07,9492.07,9486.56,9486.56,9486.63615,1.4650081,13897.9988
9492.57,9489.31,9486.55,9492.57,9489.945432,0.77254481,7331.408091
9494.6,9487.96,9487.95,9494.6,9494.107333,0.62273543,5912.317012
9492.61,9492.61,9490.08,9490.08,9491.439964,0.03603,341.9765819
9488.97,9488.97,9478.75,9478.75,9486.199855,0.05221025,495.276866
9496.93,9478.64,9478.5,9496.93,9484.251249,6.07004237,57569.80693
9497.1,9495.84,9489.24,9496.08,9494.878627,0.09952271,944.9560521
9495.61,9488.11,9488.11,9493.53,9494.508355,0.52721425,5005.640102
9496.6,9493.5,9486.56,9493.47,9495.378347,0.28776517,2732.439164
9493.47,9493.47,9488.73,9491.24,9492.307868,0.07461743,708.2916179
9491.07,9491,9491,9491.07,9491.004561,0.42787704,4060.982938
9491.04,9491.04,9491.04,9491.04,9491.04,0.07329399,695.6361909
9493.57,9491.01,9491.01,9493.57,9491.701388,0.06143871,583.157889
9489.66,9489.66,9489.66,9489.66,9489.66,0.01,94.8966
9494.17,9493.57,9491.31,9491.31,9491.637663,2.09012818,19838.73935
9490.12,9490.12,9490.12,9490.12,9490.12,0.02324884,220.6342815
9494.2,9491.61,9490.36,9494.14,9492.851783,1.1374552,10797.69362
9495.1,9492.6,9491.43,9495.1,9493.865423,2.40563002,22838.72767
9495.1,9495.04,9491.18,9491.18,9495.062318,0.76367113,7251.10497
9500.1,9495.07,9495.04,9495.04,9498.065668,4.50373095,42776.73231
9504.7,9495.04,9495.01,9504.43,9502.13117,7.65233931,72713.53188
9505.7,9504.35,9494.39,9505.66,9504.632873,2.54600583,24198.85071
9505.66,9505.66,9497.75,9497.75,9497.826226,0.52032733,4941.978561
9503.1,9503.1,9498.26,9498.26,9500.320575,0.259974,2469.836341
9503.1,9503.1,9496.7,9503.1,9500.364007,0.05407772,513.7580247
9503.1,9496.11,9493.32,9503.1,9496.406124,0.02901506,275.5387935
9503.07,9498.65,9490.78,9490.78,9493.131642,0.09707259,921.5228757
9503.01,9496.48,9496.48,9503,9500.167267,0.03136717,297.9933617
9503.1,9497.89,9496.47,9503.1,9497.298175,0.17108848,1624.878309
9502.13,9498.43,9488.52,9493.43,9491.093504,0.76514067,7262.021643
9492.85,9492.85,9482.6,9482.6,9484.153086,1.28202904,12158.95968
9499.88,9480.49,9478.82,9499.88,9482.097149,11.63849453,110357.3358
9499.05,9498.8,9498.8,9499.05,9498.821491,0.01648297,156.5687897
9500.2,9495.66,9495.6,9495.6,9499.537155,1.05984799,10068.06536
9495.6,9493.04,9484.72,9486.03,9488.847787,5.67994751,53896.15736
